"";"id";"raça";"idade";"ing_nat";"gênero";"mão_dom";"fonte";"país";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"N1";"N2";"N3";"N4";"N5";"N6";"N7";"N8";"N9";"N10";"A1";"A2";"A3";"A4";"A5";"A6";"A7";"A8";"A9";"A10";"C1";"C2";"C3";"C4";"C5";"C6";"C7";"C8";"C9";"C10";"O1";"O2";"O3";"O4";"O5";"O6";"O7";"O8";"O9";"O10";"extr";"neur";"amab";"cons";"aber";"fluid";"wellb";"empa";"E";"N";"A";"C";"O"
"1417";"s1417";"Outro";23;"Não";"Feminino";"Direita";5;"PH";4;4;3;2;4;3;4;3;1;4;4;3;4;3;2;3;4;3;2;4;2;3;4;2;3;3;3;4;3;3;4;3;3;3;4;3;4;3;3;3;3;2;2;3;3;2;3;3;4;3;3;3,2;2,8;3,3;3,2;2,93633813460068;-2,22992659737278;1,29082951808925;11;16;14;15;16
"573";"s573";"Caucasiano (Europeu)";18;"Sim";"Masculino";"Direita";1;"CA";1;5;2;5;1;1;1;5;1;5;4;3;5;1;3;4;2;4;5;5;3;2;2;4;3;4;4;3;4;3;2;5;3;5;2;5;3;4;3;2;4;1;5;1;4;1;4;3;5;5;1,5;4;3,2;2;4,5;1,83333099904083;-2,54597768278104;1,82863969559854;9;21;15;9;24
"17103";"s17103";"Caucasiano (Europeu)";17;"Sim";"Feminino";"Direita";1;"US";4;2;5;3;4;3;4;3;5;2;2;5;4;4;3;3;3;1;2;1;5;5;1;5;1;5;1;4;5;5;4;3;5;1;4;1;5;2;3;4;4;1;5;1;5;1;4;3;5;5;3,9;2,2;4,9;4,2;4,6;2,78329008976047;-0,453537485664052;2,08742856686408;19;11;24;21;24
"12469";"s12469";"Raça Mista";19;"Sim";"Feminino";"Direita";1;"US";2;3;5;4;4;2;1;5;1;5;3;5;4;4;4;4;2;3;3;3;5;5;1;5;1;5;1;5;5;5;2;5;4;2;4;4;4;2;5;2;3;1;5;2;4;1;5;4;4;4;2,4;2,9;5;3,2;4,3;3,2568714610306;0,396452922942628;3,67510914343719;10;14;25;15;23
"19548";"s19548";"Outro";20;"Sim";"Feminino";"Direita";2;"GB";4;1;5;3;5;2;4;3;3;3;4;3;5;2;3;2;5;5;4;4;4;5;2;5;1;4;1;5;5;4;3;3;4;3;2;3;3;2;2;3;3;3;2;1;3;2;3;3;4;3;3,9;3,9;4,6;3;3,3;0,432708243275953;-1,14652662072653;2,77500556661932;18;19;22;17;18
"10753";"s10753";"Caucasiano (Europeu)";20;"Sim";"Feminino";"Direita";5;"CA";2;4;3;4;3;4;1;4;1;5;3;3;4;2;3;3;2;2;2;2;5;4;1;5;1;5;2;3;5;4;3;2;3;3;2;3;3;1;3;3;4;2;5;2;3;1;4;3;4;3;1,9;2,8;4,5;3,2;3,9;0,355827448938968;0,49443141447041;2,9027793990754;8;16;21;18;22
"10014";"s10014";"Caucasiano (Europeu)";16;"Sim";"Feminino";"Ambas";2;"US";3;2;4;2;4;2;4;2;4;2;1;4;2;4;2;3;3;2;4;1;2;2;1;3;4;2;3;3;2;4;2;4;3;2;3;4;2;4;2;3;5;1;4;2;4;1;5;4;5;5;3,9;2,2;2,8;2,5;4,6;3,42061573995915;-1,06441836863803;2,60901349016524;20;9;16;14;23
"5034";"s5034";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";24;"Não";"Feminino";"Direita";1;"PH";4;2;4;4;4;2;2;3;4;4;4;5;5;2;3;3;4;4;4;2;1;5;1;5;1;4;2;3;4;4;4;2;4;3;2;2;3;3;4;4;3;2;4;2;3;1;4;2;4;4;3,3;3,4;4;3,5;3,7;3,34520243012239;-2,20167139506391;1,21215559879269;17;15;18;18;21
"16062";"s16062";"Caucasiano (Europeu)";48;"Sim";"Feminino";"Direita";1;"US";1;2;3;3;4;4;1;2;5;5;2;3;3;2;4;2;3;3;4;4;5;4;3;5;1;4;1;5;5;5;4;5;5;3;2;4;4;1;4;5;5;1;3;1;5;2;5;5;4;3;2,8;3,2;4,6;3,5;4,4;2,72907169205707;-2,37681973237706;2,93598216805101;16;18;22;19;21
"9283";"s9283";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";15;"Não";"Feminino";"Direita";1;"VN";2;5;2;5;2;4;3;2;2;5;2;5;4;3;1;3;5;5;4;2;3;5;1;5;5;5;2;2;5;5;4;5;5;2;5;2;3;2;4;4;4;1;5;1;4;1;4;2;5;4;2;3;4;3,8;4,3;2,77948556781947;-1,52369355611556;1,86643089955694;10;11;20;18;24
"18432";"s18432";"Caucasiano (Europeu)";59;"Sim";"Masculino";"Direita";1;"US";2;3;3;3;3;2;2;3;2;3;3;3;3;2;2;4;3;2;4;3;3;3;4;3;3;3;3;1;3;2;2;2;3;2;2;3;4;3;3;2;3;1;4;1;3;2;4;2;4;3;2,8;3,1;2,6;3;3,7;3,94023009508908;-1,55424448499993;2,03985943047497;15;15;11;16;21
"12722";"s12722";"Caucasiano (Europeu)";48;"Sim";"Feminino";"Direita";1;"US";2;3;2;3;4;3;3;3;2;5;3;3;4;2;2;3;3;2;2;5;5;4;1;4;2;5;2;4;5;5;3;4;5;2;3;4;4;2;3;5;4;2;4;3;4;2;4;3;5;3;2,6;3,1;4,5;3,5;3,8;4,40757728363186;-0,296619305965859;2,23778639275524;12;18;23;20;20
"18110";"s18110";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";18;"Sim";"Masculino";"Direita";2;"CA";1;3;3;4;3;4;3;1;1;5;4;3;5;2;2;4;2;2;3;5;1;4;1;5;2;5;2;4;5;5;4;2;4;3;3;3;4;1;2;4;4;2;4;2;3;3;4;4;5;3;2,4;3,4;4,2;3,6;3,8;2,57066889593988;-3,35827545850084;2,38208508920208;12;19;19;20;20
"16368";"s16368";"Caucasiano (Europeu)";36;"Não";"Feminino";"Direita";1;"BR";3;1;5;2;5;1;5;3;4;3;5;4;5;2;4;2;5;5;5;3;5;4;2;5;1;4;1;3;3;4;3;5;5;2;4;4;5;2;2;4;3;3;4;3;3;1;5;1;4;3;4,2;4;4,2;3,4;3,4;1,18901870988696;-2,01407931324002;1,18842219269;20;18;20;18;21
"18128";"s18128";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Direita";1;"US";2;2;4;3;4;2;2;4;3;3;4;3;5;3;4;4;3;2;3;2;5;4;1;5;1;5;1;4;4;4;4;3;5;1;2;2;5;2;4;3;2;1;5;2;5;1;4;2;3;4;3,1;3,3;4,6;3,9;3,9;2,14358199611178;-1,55989733214705;2,52255913646916;16;17;22;20;21
"16711";"s16711";"Caucasiano (Europeu)";49;"Não";"Masculino";"Direita";2;"NL";4;2;5;2;4;2;4;1;5;3;1;5;2;5;1;1;1;1;1;1;4;4;3;4;2;3;2;4;4;4;5;1;5;1;4;2;4;3;4;4;5;1;4;2;4;2;5;4;5;4;4,2;1,1;3,8;4,3;4,4;2,72839077447072;-0,484238211300642;2,627715158225;21;6;19;22;22
"3055";"s3055";"Caucasiano (Europeu)";16;"Sim";"Feminino";"Esquerda";2;"US";5;1;5;1;5;1;5;1;3;2;3;4;2;4;2;3;2;2;2;1;4;5;3;4;2;3;1;4;5;4;4;2;5;1;4;2;4;1;3;4;5;2;5;1;4;1;5;5;4;5;4,7;2,1;4,1;4,2;4,7;3,1432099922389;-1,50374051036601;4,48467142519934;22;9;20;23;24
"1840";"s1840";"Caucasiano (Europeu)";17;"Sim";"Feminino";"Direita";1;"NZ";1;3;4;3;2;2;2;4;3;4;2;4;3;3;3;2;3;3;4;3;4;4;3;4;2;4;2;4;3;2;2;4;4;4;2;4;4;3;4;3;5;2;5;2;4;2;4;5;5;5;2,6;2,8;3,6;2,8;4,5;1,28058196613911;-3,53629356131454;1,73027741921382;14;14;17;14;22
"1222";"s1222";"Caucasiano (Europeu)";31;"Não";"Feminino";"Direita";1;"DK";2;2;3;5;4;1;1;4;2;5;4;2;4;4;4;3;4;3;4;2;4;4;3;5;1;4;2;3;5;2;2;4;5;3;2;5;4;3;2;4;5;1;5;1;4;1;4;5;5;5;2,5;3,4;3,9;2,8;4,8;2,40496132000211;0,292942102819232;1,23314833567036;14;16;16;17;24
"17075";"s17075";"Caucasiano (Europeu)";16;"Sim";"Masculino";"Esquerda";5;"US";3;2;5;2;4;2;4;2;5;4;4;2;5;3;1;4;5;3;4;2;4;5;3;5;1;4;2;4;4;4;2;4;4;3;2;3;3;4;2;3;5;3;4;2;3;2;4;4;5;4;3,9;3,5;4,2;2,6;4;1,50454714125936;-1,44030882452718;1,86517969740016;19;15;20;14;21
"19297";"s19297";"Raça Mista";20;"Não";"Masculino";"Direita";1;"VE";1;4;1;5;1;5;1;5;1;3;2;2;5;2;1;2;1;1;3;3;4;1;5;4;4;1;4;1;1;1;4;1;1;2;3;1;4;3;3;5;2;1;5;1;5;1;5;5;5;5;1,3;2,6;1,8;3,7;4,7;3,4184320692288;0,709284606744256;1,77891813606227;8;17;8;18;25
"19075";"s19075";"Caucasiano (Europeu)";14;"Sim";"Feminino";"Direita";1;"NZ";1;5;2;5;1;1;1;5;1;5;5;3;5;1;5;3;5;5;5;5;5;5;1;5;1;5;1;5;5;1;4;1;5;3;5;1;5;3;1;3;3;1;4;1;1;1;2;1;5;2;1,5;4,6;4,6;3,9;3,3;2,31085981674983;-2,45005265669742;3,16453594943202;9;23;21;19;21
"18935";"s18935";"Caucasiano (Europeu)";23;"Sim";"Feminino";"Direita";2;"AU";4;1;5;1;4;1;3;3;5;3;2;5;3;5;2;2;2;1;1;1;4;5;1;5;1;5;2;5;5;5;4;3;4;2;2;4;4;3;3;4;5;2;5;1;5;1;5;5;5;5;4,2;1,6;4,8;3,3;4,9;2,40993638446377;-1,48331717593554;2,327136744158;21;8;24;18;25
"10669";"s10669";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";15;"Sim";"Feminino";"Direita";1;"AU";2;2;3;3;3;2;4;3;2;2;5;2;5;4;4;5;4;2;2;4;1;4;2;5;2;5;2;4;4;3;4;2;4;4;3;2;5;3;3;2;2;3;3;2;2;5;4;2;4;2;3,2;3,7;3,8;3,4;2,7;-0,05228425848597;-2,56743288527441;3,96084121531734;17;19;16;15;16
"17216";"s17216";"Caucasiano (Europeu)";19;"Sim";"Feminino";"Esquerda";5;"US";3;2;3;3;3;2;3;3;3;3;5;1;5;3;4;4;4;4;3;4;5;5;2;5;2;4;2;4;4;3;2;3;5;3;2;3;3;3;2;3;3;2;4;2;3;2;3;2;5;3;3,2;4,1;4,2;2,9;3,5;2,52498171450962;-1,39149996155606;3,10229299494495;17;21;21;17;20
"9368";"s9368";"Caucasiano (Europeu)";19;"Sim";"Masculino";"Direita";2;"CA";3;2;5;2;5;1;5;1;5;1;1;5;1;5;3;1;1;1;2;1;4;5;3;4;2;4;1;4;5;4;3;2;4;3;4;2;4;1;2;4;4;2;5;4;4;1;5;3;1;5;4,6;1,3;4,2;3,7;3,8;2,84589207733103;1,26521627997279;3,89619369787893;24;7;20;20;18
"1723";"s1723";"Outro";16;"Sim";"Feminino";"Ambas";1;"US";2;5;1;4;1;5;1;3;2;5;1;2;2;2;1;1;2;1;4;3;2;2;5;1;4;3;5;4;3;1;3;1;5;3;1;2;3;4;1;2;5;1;3;1;3;2;5;5;4;4;1,5;2,3;2;2,9;4,3;3,13384662984472;-1,81765200932404;1,01753016063096;8;14;10;17;21
"11242";"s11242";"Caucasiano (Indiano)";23;"Sim";"Feminino";"Direita";1;"IN";1;5;2;4;1;4;4;5;5;5;2;2;4;1;1;5;5;5;4;1;5;5;1;5;1;5;1;5;5;4;2;3;5;1;3;4;5;4;4;4;1;1;5;1;5;1;5;3;4;5;2;3,6;4,9;3,5;4,3;3,34705928215987;-2,6997045370358;3,7506325841844;10;15;24;19;24
"2897";"s2897";"Caucasiano (Europeu)";17;"Sim";"Masculino";"Direita";1;"US";2;3;3;2;4;4;4;4;1;5;1;5;1;5;2;1;1;1;1;1;3;3;3;3;5;2;4;2;2;3;2;5;4;2;1;5;4;4;2;4;4;1;5;1;5;1;5;4;5;5;2,6;1,1;2,4;2,5;4,8;3,34155096919742;-1,58448255945477;1,89466293814508;9;6;14;15;25
"204";"s204";"Caucasiano (Europeu)";39;"Sim";"Feminino";"Esquerda";1;"AU";5;1;5;1;5;1;5;2;5;1;5;2;5;2;4;3;5;4;5;4;5;5;3;5;1;5;1;5;5;5;3;4;4;3;4;3;4;1;3;4;4;1;5;2;5;1;5;1;5;5;4,9;4,3;4,8;3,5;4,4;1,6202882270905;-0,649617773966269;3,99703426659258;24;21;23;18;24
"14731";"s14731";"Caucasiano (Europeu)";15;"Sim";"Feminino";"Esquerda";5;"IE";2;2;3;3;3;3;3;3;2;5;4;2;4;1;2;4;4;5;5;4;4;4;3;4;1;3;3;3;4;3;2;5;4;4;2;2;4;4;2;3;3;2;3;2;2;2;3;3;5;3;2,7;4,1;3,6;2,6;3,4;2,82483404343649;-3,30541277025425;2,01439957783629;13;19;17;12;19
"1232";"s1232";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";22;"Não";"Feminino";"Direita";5;"CN";2;5;4;3;2;4;2;2;3;5;2;3;4;4;2;3;1;2;1;1;4;4;1;5;2;2;2;4;4;2;4;2;5;2;4;2;5;2;4;4;2;2;2;2;2;4;5;2;4;3;2,4;2,1;3,8;4,2;3;1,34284354168086;-2,25719807687252;1,24854012047784;11;12;19;21;17
"6908";"s6908";"Outro";17;"Sim";"Feminino";"Direita";1;"US";3;1;2;1;2;1;1;3;2;5;5;1;5;2;5;4;5;5;5;4;1;3;4;2;3;2;5;3;2;3;4;1;5;3;4;3;5;3;5;3;3;2;4;5;5;3;5;2;4;5;2,9;4,7;2,2;4;3,6;1,15672817562974;-0,472454856802882;0,628252774915636;16;23;12;19;17
"17079";"s17079";"Caucasiano (Europeu)";22;"Sim";"Feminino";"Direita";1;"US";1;3;3;4;2;2;1;4;1;4;3;3;4;3;3;2;4;3;5;2;4;3;3;2;4;2;4;2;1;2;4;2;4;2;4;2;5;1;5;5;3;1;4;1;4;1;4;3;4;5;2,1;3,2;2,3;4,4;4,2;2,17823005594188;-2,0032418874846;2,0200907491278;12;15;14;22;22
"8319";"s8319";"Caucasiano (Europeu)";21;"Não";"Masculino";"Direita";1;"LV";2;5;2;4;2;4;1;4;2;5;1;4;3;3;1;3;3;3;2;2;3;4;1;4;3;5;3;3;4;3;4;3;4;2;4;2;2;1;3;5;4;2;4;1;4;1;4;4;4;4;1,7;2,3;3,7;3,8;4,2;2,38011937017106;-2,93297441979557;2,09365272050706;8;11;18;21;22
"16497";"s16497";"Caucasiano (Europeu)";24;"Sim";"Masculino";"Direita";1;"US";4;2;4;2;4;2;4;3;4;2;1;4;3;4;1;1;2;1;1;1;4;4;2;4;2;4;2;3;4;4;2;4;4;2;2;2;4;4;2;3;4;1;5;1;4;1;4;4;4;4;3,9;1,5;3,9;2,9;4,4;2,20581758018823;1,06903564883244;3,43140654419899;19;9;19;15;23
"13231";"s13231";"Caucasiano (Indiano)";19;"Não";"Masculino";"Direita";1;"EU";3;4;1;4;2;4;1;4;5;5;5;1;5;2;2;5;5;4;5;4;5;4;2;5;2;5;2;4;5;4;3;1;5;4;2;1;5;3;4;2;4;1;5;1;4;1;3;2;5;3;2,1;4,4;4,4;3,6;4,1;1,45181949484427;-1,55935632087458;2,52468893942735;12;20;21;17;23
"5724";"s5724";"Caucasiano (Europeu)";15;"Sim";"Feminino";"Direita";1;"AU";4;2;5;2;3;1;5;1;5;2;4;4;5;3;1;2;4;4;4;4;3;5;5;4;2;3;1;4;4;1;1;5;5;5;1;5;1;5;1;2;2;1;5;1;5;1;5;1;3;5;4,4;3,3;3,4;1,5;4,1;4,08233303399409;-0,948222985830047;2,40118360965114;23;15;14;10;23
"4782";"s4782";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";25;"Não";"Feminino";"Direita";2;"PH";5;5;3;3;5;5;1;5;1;5;1;1;5;1;1;5;3;3;3;1;5;5;1;3;1;5;1;1;5;3;5;1;5;1;5;1;5;1;1;5;3;1;5;1;3;1;5;1;5;5;2,2;3,2;4,2;4,6;4,2;2,93607296950824;-1,58313779274224;3,76583827236729;5;17;19;25;25
"4204";"s4204";"Caucasiano (Europeu)";46;"Sim";"Feminino";"Direita";1;"GB";3;1;5;2;5;1;5;3;5;5;5;1;5;1;5;5;5;5;5;5;5;3;1;5;3;5;4;2;5;3;1;5;5;5;1;5;2;5;4;3;5;3;5;1;4;1;3;5;5;5;4,1;5;3,8;2;4,5;2,12885030084147;-3,65002585082305;2,53765520149073;19;25;18;11;23
"16731";"s16731";"Outro";45;"Sim";"Feminino";"Direita";5;"US";3;3;5;3;5;3;5;5;5;2;2;5;5;2;3;2;5;1;3;1;5;5;1;5;1;5;1;3;5;5;4;1;3;1;5;1;5;1;5;2;1;5;1;5;1;5;3;1;5;1;3,7;2,7;4,8;4,4;1,6;1,49119704968135;-2,56954596924804;1,7407990704573;16;14;23;20;11
"5111";"s5111";"Caucasiano (Europeu)";32;"Não";"Masculino";"Direita";5;"DK";1;5;1;5;1;5;1;5;1;5;1;5;5;3;5;5;5;5;5;3;1;3;3;5;5;5;5;5;3;1;5;1;4;5;5;1;5;3;5;3;3;3;2;3;3;5;3;3;5;5;1;3,8;2,8;4,1;3,1;2,69128749101781;-1,90174136447457;0,173405905088094;5;17;13;16;14
"12266";"s12266";"Outro";20;"Sim";"Feminino";"Direita";2;"US";2;4;4;4;3;2;4;4;4;5;3;4;5;1;2;2;2;2;2;1;5;4;1;5;2;4;2;4;4;3;3;3;4;2;4;4;4;4;4;4;2;2;2;2;3;4;3;1;5;3;2,8;2,6;4,2;3,4;2,9;0,211886963833597;-1,77136627382941;2,73878734044861;13;15;21;17;16
"12895";"s12895";"Outro";18;"Sim";"Outro";"Ambas";2;"US";3;3;4;2;3;2;4;4;2;3;2;4;4;3;2;2;2;2;2;1;5;5;2;4;1;2;1;4;4;3;4;2;5;2;4;2;4;1;4;4;4;2;5;4;4;1;4;3;5;5;3,2;2,2;4,1;4,2;4,1;1,98088359205092;-1,78995308763214;2,8721888845192;14;12;21;22;21
"3754";"s3754";"Caucasiano (Europeu)";14;"Não";"Feminino";"Direita";1;"PT";1;5;3;5;3;5;1;5;3;5;5;2;5;5;5;5;2;1;5;3;5;5;1;5;1;5;2;5;5;5;4;3;5;2;3;5;3;3;1;5;5;1;5;1;4;1;5;5;5;4;1,6;3,6;4,9;3,2;4,8;2,18206097991583;-2,44701340123767;3,54380141465578;7;18;25;20;25
"2962";"s2962";NA;16;"Sim";"Feminino";"Direita";1;"US";5;1;5;2;5;1;5;1;5;2;3;3;4;3;3;4;4;3;5;3;2;5;4;3;3;4;2;4;4;3;5;4;4;2;1;1;4;3;5;3;4;2;5;3;5;1;4;3;5;5;4,8;3,5;3,4;3,6;4,3;3,49068364796949;-1,47998296824681;3,15687504785488;24;16;16;16;22
"13556";"s13556";"Caucasiano (Europeu)";21;"Não";"Masculino";"Direita";1;"RO";1;4;2;5;2;4;1;5;1;5;4;3;3;1;2;2;3;3;3;4;5;2;1;4;3;4;4;2;2;2;3;1;5;4;3;2;5;3;2;3;4;1;5;1;2;1;3;1;5;3;1,4;3,2;3,1;3,5;3,8;2,24394683963648;-2,39020688199987;3,93605331345769;7;17;16;18;23
"8133";"s8133";"Caucasiano (Europeu)";24;"Sim";"Masculino";"Direita";2;"US";4;2;2;2;5;2;3;2;5;3;3;3;4;4;2;4;4;4;2;2;3;4;3;2;4;2;3;4;4;2;4;1;1;1;4;2;4;3;3;4;3;1;4;1;5;2;4;3;5;5;3,8;3;2,9;3,7;4,3;0,253878962347068;-2,16758243727368;1,90931844900876;20;13;16;18;22
"1283";"s1283";"Caucasiano (Europeu)";16;"Sim";"Masculino";"Esquerda";1;"US";4;2;4;4;4;2;4;4;4;4;2;4;4;4;2;1;2;1;4;1;5;4;2;5;2;4;1;4;4;4;2;2;5;4;2;4;4;2;4;4;5;1;5;2;4;1;4;5;4;5;3,4;2,1;4,3;3,3;4,6;2,12079976839321;-0,077639950647248;2,45309145682701;16;11;21;19;22
"17596";"s17596";"Caucasiano (Europeu)";70;"Sim";"Masculino";"Direita";5;"AU";2;2;4;2;5;2;3;3;2;2;2;4;4;4;2;2;2;1;3;2;4;5;1;3;2;1;2;5;2;4;4;2;5;2;2;2;5;1;4;4;5;1;2;1;4;4;4;4;4;4;3,5;2,2;3,7;4,1;3,9;2,25201344497221;-3,43928428652515;0,521087982982688;17;12;23;22;17
"16074";"s16074";"Caucasiano (Europeu)";32;"Não";"Feminino";"Direita";1;"ES";3;1;5;2;4;2;3;3;4;4;4;2;4;3;2;2;2;3;4;4;3;5;3;4;2;4;1;4;4;5;4;3;4;4;3;4;3;3;5;4;3;1;5;1;5;1;4;2;4;4;3,7;3,2;4,1;3,3;4,2;2,25799812631265;-1,53687020477591;0,943464061813907;18;17;20;16;23
"2570";"s2570";"Caucasiano (Europeu)";25;"Não";"Feminino";"Esquerda";1;"BG";3;3;4;3;1;3;3;3;3;5;5;3;5;3;4;4;4;3;4;3;4;4;2;5;1;5;2;5;5;5;5;1;2;3;5;2;4;1;4;5;4;2;5;1;5;1;5;5;5;4;2,7;3,8;4,6;4,2;4,7;0,956972565959223;-1,88880304186697;2,72289715066531;13;18;22;20;25
"7318";"s7318";"Caucasiano (Europeu)";32;"Não";"Feminino";"Direita";1;"RS";4;2;3;2;3;3;3;2;4;3;5;2;4;2;3;4;4;4;3;4;3;3;2;4;3;4;3;3;4;4;3;3;4;4;3;3;2;3;2;4;5;2;5;2;4;1;5;5;4;4;3,5;3,9;3,5;2,9;4,5;1,96596346247267;-2,36156633609052;1,66427643255602;18;19;17;16;23
"16454";"s16454";"Caucasiano (Europeu)";18;"Não";"Feminino";"Esquerda";2;"NO";1;2;1;4;1;2;1;4;1;3;4;3;5;1;2;4;3;3;3;4;3;4;2;3;1;3;3;2;3;2;3;2;3;3;3;2;4;3;3;4;5;2;3;2;3;3;3;4;4;4;2;3,6;3,2;3,4;3,7;1,23311888389213;-1,89974362024774;1,84460648978451;14;19;15;17;17
"14807";"s14807";"Caucasiano (Europeu)";17;"Não";"Masculino";"Direita";2;"IT";2;3;2;5;2;3;3;3;2;4;5;5;5;4;5;4;4;5;5;5;2;1;5;2;5;2;4;4;1;3;5;5;4;2;4;4;3;3;4;4;5;4;4;1;4;1;4;5;5;5;2,3;4,1;1,9;3,4;4,4;2,18601143128689;-3,09768362696665;0,283207995116736;13;18;11;16;23
"15111";"s15111";"Caucasiano (Europeu)";23;"Não";"Feminino";"Direita";1;"MX";1;2;3;4;1;1;2;4;1;5;4;3;5;4;4;4;5;5;4;4;5;4;3;5;2;5;3;4;5;4;3;5;4;2;3;4;4;3;4;4;4;4;5;4;4;1;4;4;5;3;2,2;4;4,2;3,2;3,8;2,27002519985202;-3,24348926628042;3,37931249157689;13;18;20;16;21
"3353";"s3353";"Outro";22;"Sim";"Feminino";"Direita";1;"PH";3;2;3;4;2;4;3;4;2;4;2;3;5;2;3;2;5;4;5;4;4;5;4;3;2;5;2;4;4;4;3;5;4;4;1;5;4;3;2;3;1;4;2;4;1;5;2;1;5;2;2,5;3,7;3,9;2,4;1,9;0,823655006185621;-2,96877055954095;3,15156370081897;12;19;19;13;12
"7851";"s7851";"Caucasiano (Europeu)";21;"Não";"Feminino";"Direita";1;"CL";2;3;2;4;2;1;2;3;2;5;5;3;4;3;2;4;4;4;4;3;5;5;3;4;1;5;1;4;4;4;3;5;5;3;1;5;1;3;4;4;5;3;5;2;4;1;5;5;5;4;2,4;3,6;4,4;2,6;4,5;0,686242889451452;-3,46066625721474;2,56607645448371;14;15;21;16;24
"15228";"s15228";"Caucasiano (Europeu)";17;"Não";"Feminino";"Direita";1;"RO";4;1;4;3;3;1;2;2;4;3;2;4;4;1;4;3;5;5;4;5;4;5;3;2;4;3;3;1;4;5;3;1;5;2;2;1;1;1;4;4;4;2;5;4;5;1;5;4;5;5;3,7;3,9;3,2;3,8;4,4;1,19564428261282;-3,14297861627932;1,25491419063507;21;20;18;23;22
"1374";"s1374";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";15;"Sim";"Masculino";"Direita";5;"CA";1;3;4;5;4;1;2;3;5;4;4;4;4;2;2;4;5;5;3;5;5;5;2;5;1;3;1;5;5;4;3;4;4;4;4;4;5;2;4;4;5;1;5;1;5;1;5;5;4;5;3;3,8;4,6;3,4;4,9;4,17860976354107;-1,95789134920338;2,87128968900297;18;17;23;16;24
"16655";"s16655";"Caucasiano (Europeu)";36;"Sim";"Masculino";"Direita";1;"US";1;1;2;3;3;1;2;4;5;4;2;3;4;1;1;1;3;2;1;4;5;4;1;5;2;3;3;5;4;2;1;5;1;1;1;5;1;2;1;5;5;1;5;1;5;1;5;3;5;5;3;2,6;4;2,1;4,8;2,2842877595101;0,295992031378285;2,21535407153489;19;17;21;16;25
"18580";"s18580";"Caucasiano (Europeu)";46;"Não";"Feminino";"Direita";1;"PT";1;1;5;1;5;1;3;1;5;5;4;3;5;1;3;3;5;5;4;4;5;5;3;5;1;5;1;5;5;5;1;1;5;1;3;1;3;3;3;5;5;1;5;1;3;1;5;5;2;5;4;4,1;4,8;3,8;4,5;1,43764198776892;-2,38775715950045;2,3361931094047;21;20;23;23;22
"19085";"s19085";"Outro";47;"Não";"Feminino";"Direita";1;"MY";1;3;4;3;4;4;3;3;3;4;3;3;3;3;4;4;3;3;3;3;4;4;1;5;3;5;3;3;5;5;3;3;4;2;4;4;3;2;3;4;3;2;4;3;5;5;3;2;5;5;2,8;3,2;4,2;3,4;3,5;-0,194899576316048;0,985002092660729;1,60258945782834;13;16;21;19;16
"19167";"s19167";"Caucasiano (Europeu)";30;"Sim";"Masculino";"Direita";2;"US";4;2;4;4;2;3;2;5;4;4;4;2;4;3;2;4;4;4;5;3;4;3;4;4;3;3;3;4;4;3;5;1;5;2;4;1;4;2;4;4;5;1;4;3;4;2;5;4;5;4;2,8;3,7;3,3;4,4;4,3;3,16201265329418;-2,45203377464253;1,09652853317537;14;16;16;22;21
"11136";"s11136";"Caucasiano (Médio Leste)";13;"Não";"Feminino";"Direita";1;"US";2;3;2;3;2;1;1;3;5;5;5;1;5;3;5;5;5;4;5;3;2;1;4;3;5;4;5;3;2;3;5;1;5;2;1;1;5;2;3;3;3;3;4;3;5;1;5;2;5;5;2,7;4,5;2,2;4;4;1,85421054292922;-4,07849715116312;1,12155841664363;17;21;11;21;22
"13993";"s13993";"Caucasiano (Europeu)";24;"Sim";"Feminino";"Direita";1;"US";2;1;4;2;5;1;5;5;1;5;5;1;5;1;4;5;4;5;3;5;5;5;3;5;2;5;1;4;5;5;2;2;4;5;1;2;3;5;4;4;4;1;5;1;5;1;4;2;5;5;3,3;4,6;4,6;2,8;4,5;1,37347339666736;-2,10899091763268;2,68110024111735;13;24;22;14;24
"6987";"s6987";"Outro";34;"Sim";"Feminino";"Direita";1;"US";2;2;4;2;4;3;4;5;3;2;5;1;5;1;3;4;3;4;2;3;5;5;1;5;3;3;3;5;5;4;5;1;5;1;1;2;5;2;5;5;3;1;5;3;5;1;5;2;4;5;3,3;3,9;4,3;4,4;4,2;3,18739585101053;-2,13517894199768;2,56937044924158;15;21;24;24;22
"3490";"s3490";"Caucasiano (Europeu)";17;"Sim";"Feminino";"Direita";1;"GB";3;2;2;2;4;2;4;4;4;4;3;4;3;2;4;3;4;3;5;3;4;4;2;4;2;4;4;4;2;3;2;4;3;3;1;4;2;2;2;4;4;4;4;4;4;1;4;3;2;3;3,3;3,4;3,5;2,5;3,3;1,44497255597252;-2,98294070021277;1,07023614911078;16;16;19;16;17
