"";"id";"raça";"idade";"ing_nat";"gênero";"mão_dom";"fonte";"país";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"N1";"N2";"N3";"N4";"N5";"N6";"N7";"N8";"N9";"N10";"A1";"A2";"A3";"A4";"A5";"A6";"A7";"A8";"A9";"A10";"C1";"C2";"C3";"C4";"C5";"C6";"C7";"C8";"C9";"C10";"O1";"O2";"O3";"O4";"O5";"O6";"O7";"O8";"O9";"O10";"extr";"neur";"amab";"cons";"aber";"fluid";"wellb";"empa";"E";"N";"A";"C";"O"
"14301";"s14301";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";19;"Não";"Feminino";"Direita";3;"VN";2;4;4;5;3;5;3;5;1;5;5;3;3;1;5;5;5;5;1;2;2;5;1;2;4;5;1;3;3;3;2;5;5;3;1;5;5;1;1;3;1;5;5;4;3;1;5;1;5;5;1,9;3,9;3,5;2,7;3,3;1,40360950845343;-1,70991717754511;2,4829789335856;6;18;18;17;22
"18377";"s18377";"Caucasiano (Indiano)";31;"Não";"Masculino";"Direita";1;"IN";4;4;4;4;4;4;3;5;3;5;4;3;5;2;2;4;4;4;4;3;5;5;1;5;2;5;3;3;4;5;3;5;4;2;3;5;1;3;4;4;4;4;4;4;3;4;5;2;4;4;2,6;3,7;4,4;2,8;3,2;0,584546854443728;-1,7616497297308;2,93263271412353;9;17;23;16;17
"12557";"s12557";"Nordeste Asiático (Mongol, Tibetano, Japonês Coreano, etc)";20;"Sim";"Masculino";"Direita";2;"US";2;3;2;4;2;4;2;4;3;4;4;2;4;2;4;4;4;4;4;4;3;2;1;4;3;4;4;3;4;3;3;2;3;3;2;4;4;3;2;4;4;2;2;2;3;4;3;4;4;3;2,2;4;3,3;3;3,3;2,51987784023823;-1,62373236675183;1,09176056624043;12;20;16;17;15
"4774";"s4774";"Oeste da África, Bosquímanos, Etíope";23;"Sim";"Masculino";"Direita";1;"GB";2;3;2;4;3;2;1;2;2;5;3;3;4;2;4;5;5;5;5;4;3;2;3;4;2;2;2;3;3;3;5;2;3;1;2;1;2;3;4;3;4;2;5;3;4;1;3;4;5;5;2,4;4,2;3,1;3,6;4,2;1,61930379726855;-1,93947936897;1,51314088155704;14;19;14;18;21
"11641";"s11641";"Caucasiano (Europeu)";42;"Sim";"Feminino";"Direita";5;"US";4;2;4;2;5;1;5;2;4;2;4;4;5;2;5;4;5;5;4;4;4;4;1;4;2;5;1;5;5;5;3;1;2;3;4;2;4;1;2;2;4;4;5;4;4;2;3;1;4;4;4,3;4,2;4,6;3,4;3,3;2,64514129711353;-2,44601502363671;2,59955894849588;21;20;23;17;18
"17308";"s17308";"Outro";32;"Sim";"Masculino";"Direita";2;"KR";5;1;4;2;5;1;5;3;5;2;3;3;4;2;5;4;2;2;5;2;4;4;5;2;3;2;2;2;2;3;4;2;5;2;2;2;5;2;5;4;4;2;5;3;5;1;4;4;5;5;4,5;3,4;2,7;4,1;4,4;2,9191294326703;-2,14766698006092;0,888118775086;22;18;14;21;22
"8346";"s8346";"Caucasiano (Europeu)";16;"Sim";"Feminino";"Direita";1;"US";1;4;2;4;2;4;1;4;1;4;5;3;5;2;3;4;4;3;5;4;4;3;2;4;2;4;2;4;4;2;4;5;5;4;1;5;5;2;4;4;5;2;5;3;4;1;5;4;5;5;1,7;4;3,7;3,1;4,5;0,820141537246848;-2,78351349658771;1,67791537601715;9;19;17;16;23
"3336";"s3336";"Outro";18;"Sim";"Feminino";"Direita";5;"GB";3;3;4;4;4;2;4;5;1;5;2;2;5;3;3;2;3;2;4;3;4;5;1;4;2;4;1;4;4;2;5;1;5;2;4;4;4;2;5;4;4;3;4;2;4;2;3;3;4;4;2,7;3,1;4,1;4,2;3,7;1,73690971433791;-0,307549833421289;2,96283234939047;10;18;20;22;19
"2582";"s2582";"Caucasiano (Europeu)";18;"Não";"Feminino";"Direita";1;"NL";3;2;3;4;3;1;2;4;4;5;4;3;5;2;5;5;4;3;5;4;4;4;4;4;1;4;2;3;3;3;4;5;5;4;1;4;3;3;2;4;5;3;5;2;4;1;4;5;5;5;2,9;4,2;3,6;2,7;4,5;2,90699562218702;-4,04971047411767;1,79354981107908;16;21;16;15;23
"6879";"s6879";"Caucasiano (Europeu)";26;"Sim";"Masculino";"Direita";1;"US";4;2;4;1;4;1;4;2;5;4;2;4;4;4;2;2;2;1;2;1;2;5;1;5;2;5;1;5;5;4;2;4;4;2;2;4;4;1;4;3;4;2;2;1;4;4;4;4;5;4;4,1;2;4,5;3,2;3,8;1,6035344486707;-0,63389939955862;2,27239880597278;20;11;21;18;18
"10341";"s10341";"Caucasiano (Europeu)";16;"Não";"Feminino";"Direita";5;"AE";4;1;3;1;4;2;4;2;3;4;5;1;5;4;3;4;4;5;5;5;5;5;2;5;1;5;1;5;5;5;4;2;4;4;3;4;3;2;5;3;4;2;4;2;4;3;3;4;4;3;3,8;4,3;4,9;3,4;3,7;1,50351326781607;-1,51188045040146;4,1070683843868;18;20;24;17;18
"13158";"s13158";"Caucasiano (Europeu)";21;"Sim";"Feminino";"Direita";2;"US";2;4;2;4;2;4;4;4;4;4;5;2;5;2;4;5;4;4;4;3;5;5;1;5;5;5;2;5;5;4;2;5;2;5;2;5;4;3;2;2;4;2;4;2;2;1;4;5;4;5;2,4;4,2;4,4;2;4,1;2,82054085641704;-1,15030750186206;2,40143639733858;12;20;24;9;21
"19040";"s19040";"Caucasiano (Europeu)";21;"Sim";"Masculino";"Esquerda";1;"US";1;5;2;4;2;5;2;5;1;5;5;2;5;1;4;5;4;4;4;4;5;5;2;5;2;4;2;4;4;3;3;4;3;4;2;4;4;4;3;3;5;2;5;3;4;1;4;5;5;5;1,4;4,4;4,2;2,6;4,5;2,62342491677445;-1,86834137561277;3,39868310995027;5;22;21;12;22
"14599";"s14599";"Caucasiano (Europeu)";25;"Sim";"Masculino";"Direita";5;"GB";4;1;4;1;5;2;5;1;4;2;4;4;4;2;2;3;3;2;4;2;3;4;4;4;3;4;2;4;4;5;4;3;5;2;3;3;4;2;4;4;5;1;5;1;5;1;5;5;5;5;4,5;3;3,7;3,8;5;2,57224270358474;-1,67924341149776;1,41180913655161;22;14;18;20;25
"85";"s85";"Caucasiano (Europeu)";33;"Sim";"Feminino";"Direita";1;"US";4;1;5;2;5;1;5;1;5;2;3;4;4;3;2;3;2;3;3;2;5;5;1;5;1;4;1;1;5;5;3;2;4;2;4;1;4;1;4;3;4;2;5;2;5;1;5;4;4;5;4,7;2,7;4,5;4;4,5;3,29290710371744;-1,08621145422751;3,43963394320388;24;13;21;20;23
"13592";"s13592";"Caucasiano (Europeu)";24;"Não";"Masculino";"Esquerda";1;"IT";2;3;2;3;4;3;2;2;4;4;4;2;4;4;4;4;4;4;3;4;3;4;1;4;3;3;3;2;3;3;4;4;4;2;2;5;4;3;2;3;5;2;4;3;4;2;4;4;5;4;2,9;3,7;3,3;2,9;4,1;2,29818888949551;-2,71158651805274;2,3691010530428;16;18;17;16;20
"11781";"s11781";"Caucasiano (Europeu)";20;"Sim";"Feminino";"Direita";1;"US";4;1;4;2;3;2;4;2;4;4;4;2;4;1;5;4;4;4;5;4;3;4;5;3;2;3;3;3;3;3;4;4;3;4;2;3;4;3;4;3;4;3;3;4;3;4;3;4;2;3;3,8;4,3;3;3;2,9;0,900062961639944;-2,41830012326135;1,71253831364057;19;22;14;13;12
"14117";"s14117";"Caucasiano (Europeu)";61;"Não";"Feminino";"Direita";1;"IT";1;3;2;3;3;2;2;5;2;5;4;2;3;3;3;3;3;3;4;4;1;5;3;4;4;4;1;4;4;5;4;2;5;2;3;4;3;3;3;4;5;1;5;1;3;1;4;5;4;3;2,2;3,4;3,7;3,5;4,4;3,10297437810685;-1,77176693074977;2,79645180100748;11;17;18;20;23
"2917";"s2917";"Caucasiano (Europeu)";25;"Sim";"Masculino";"Direita";1;"IE";4;2;4;2;4;2;3;4;4;2;3;4;3;4;4;3;4;2;4;2;5;4;3;4;1;4;2;4;4;3;2;4;3;2;2;5;4;3;1;3;4;2;4;2;4;2;4;4;4;3;3,7;2,9;4;2,5;3,9;2,9722678123663;-2,36730347645493;2,80064177332727;18;13;19;15;20
"16773";"s16773";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";19;"Sim";"Masculino";"Direita";2;"US";1;2;1;4;1;4;1;5;1;5;4;2;4;2;4;4;4;4;4;4;4;4;2;4;2;3;2;2;3;1;2;3;4;4;2;3;4;4;2;4;4;4;3;2;2;4;3;4;4;2;1,5;4;3,3;2,8;3;1,9959451265891;0,143105000905782;1,66194568032611;9;20;15;15;16
"9595";"s9595";"Caucasiano (Europeu)";15;"Sim";"Masculino";"Direita";1;"US";2;4;2;4;1;3;1;4;2;5;2;3;4;3;1;1;3;2;2;3;4;4;1;4;3;5;3;5;3;3;3;3;4;2;3;2;2;3;1;3;4;1;5;2;4;1;4;3;3;5;1,8;2,4;3,9;3;4,2;1,94964965875061;-0,129672154911588;2,88011286734138;10;14;21;17;21
"13370";"s13370";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";18;"Sim";"Masculino";"Direita";1;"PH";2;4;4;5;4;4;3;4;4;4;4;3;5;2;4;5;4;4;4;4;4;4;4;5;3;4;2;4;4;3;4;3;5;4;3;4;4;4;5;4;4;4;5;3;4;3;5;4;4;5;2,6;4,1;3,7;3,4;3,9;2,0012513892571;-1,00451240811873;1,14000806747311;12;20;17;16;20
"6974";"s6974";"Caucasiano (Norte Africano, Outro)";23;"Sim";"Masculino";"Direita";1;"US";1;5;1;5;1;4;1;5;1;5;4;2;4;3;3;3;3;3;4;4;3;2;1;3;3;4;2;3;3;3;3;3;3;4;1;3;4;4;3;2;2;5;3;3;3;2;2;3;3;2;1,1;3,5;3,3;2,6;2,6;1,21990676927601;-1,38601373343594;0,422631773153731;6;18;16;12;15
"18001";"s18001";"Outro";21;"Não";"Masculino";"Direita";1;"IN";5;2;4;2;4;2;4;3;2;5;1;4;4;3;2;3;5;5;2;4;1;4;2;4;1;4;1;4;5;4;3;4;4;4;4;5;4;4;4;4;3;3;3;2;3;4;4;4;4;4;3,5;3,1;4;3;3,4;1,31062076391001;0,626192943862232;0,759438016938644;14;15;17;14;17
"4006";"s4006";"Caucasiano (Europeu)";22;"Não";"Feminino";"Direita";1;"DE";2;5;2;4;2;4;2;5;2;5;4;4;4;3;3;3;3;4;3;3;3;3;2;4;2;4;3;3;4;3;3;3;4;3;4;3;4;2;3;4;2;2;4;2;3;2;4;2;3;4;1,7;3,2;3,5;3,5;3,4;2,70242226871888;-1,15120597275137;1,97342146529741;7;15;16;18;19
"9191";"s9191";"Caucasiano (Europeu)";34;"Sim";"Feminino";"Direita";2;"US";3;1;4;3;5;1;3;5;1;3;5;3;5;1;4;5;3;3;4;3;5;5;1;5;1;5;1;5;5;5;4;5;5;3;1;3;3;3;4;5;5;1;5;1;5;1;4;5;5;5;3,3;4;5;3,2;4,9;2,85835960223893;-3,57456499560766;1,67180676141232;15;20;25;17;24
"17141";"s17141";"Caucasiano (Europeu)";53;"Sim";"Feminino";"Direita";1;"GB";3;2;4;3;4;1;3;3;3;2;1;5;3;5;2;2;2;1;2;1;4;4;1;4;2;5;2;4;4;4;3;5;3;2;1;4;2;2;2;3;2;3;4;3;3;3;4;2;2;3;3,6;1,6;4,2;2,5;2,9;1,80273635167275;-0,222873938668252;2,59914205459845;19;8;21;15;16
"6067";"s6067";"Caucasiano (Europeu)";37;"Sim";"Masculino";"Direita";1;"CA";3;1;1;5;1;1;1;5;3;3;3;3;5;2;5;1;3;1;3;2;1;1;4;3;5;3;5;1;1;1;3;1;3;4;3;1;3;1;4;1;3;1;5;1;5;1;5;1;3;5;2,4;3;1,5;3,4;4,2;2,18378497939843;-4,29652355503519;1,24094935591567;17;19;6;16;23
"7639";"s7639";"Caucasiano (Europeu)";30;"Sim";"Feminino";"Direita";1;"AU";2;2;3;3;4;3;3;5;1;4;3;2;4;2;3;2;4;4;4;4;5;4;4;4;2;3;2;4;4;2;4;4;4;5;2;4;4;1;3;5;4;2;4;2;3;2;4;3;5;4;2,6;3,6;3,6;3,2;3,9;1,31126760910524;-2,87301129971668;1,6136932183456;11;19;17;17;21
"18656";"s18656";"Caucasiano (Europeu)";26;"Sim";"Feminino";"Direita";2;"US";1;5;2;5;2;5;1;5;2;5;4;2;3;4;2;2;1;2;4;1;5;3;1;3;2;5;1;3;2;2;2;4;3;4;2;5;2;3;2;4;4;1;5;1;4;1;4;2;5;5;1,3;2,5;3,7;2,3;4,4;1,6423814647492;-1,97895374456898;1,8233269695353;6;12;18;14;24
"4951";"s4951";"Caucasiano (Europeu)";42;"Não";"Masculino";"Direita";2;"US";4;1;5;1;4;1;4;2;5;3;2;2;2;1;3;2;1;2;1;1;5;4;1;4;1;2;2;4;4;4;5;1;5;1;5;1;4;3;4;4;5;1;4;1;3;1;5;4;4;4;4,4;2,3;4,1;4,5;4,4;1,71415482632876;-1,49670728552121;2,92928809936716;22;15;22;22;23
"9257";"s9257";"Raça Mista";17;"Sim";"Feminino";"Direita";1;"US";2;2;4;4;4;2;2;4;3;3;2;5;3;4;3;2;2;2;2;2;3;4;4;3;3;3;2;4;2;4;2;5;2;4;1;4;3;4;2;2;5;3;5;3;4;2;4;5;3;4;3;2,1;3,2;1,9;4;1,84226421460567;-0,718508709417884;1,77197047591203;16;11;17;9;19
"12316";"s12316";"Caucasiano (Europeu)";18;"Não";"Masculino";"Direita";5;"SE";4;1;4;2;4;2;5;2;5;2;3;3;4;3;4;4;4;4;4;4;3;4;4;4;2;5;2;4;4;3;2;4;3;4;3;4;3;3;3;4;4;3;4;2;3;2;4;4;4;4;4,3;3,7;3,7;2,7;3,8;1,58277615298137;-2,16890904975102;1,54886273602982;22;18;16;14;20
"9761";"s9761";"Outro";54;"Sim";"Feminino";"Direita";1;"US";4;2;4;3;4;2;4;5;3;3;1;4;2;1;5;4;3;2;3;1;4;3;1;3;5;3;1;3;3;4;4;1;4;2;5;1;5;2;3;3;2;2;5;2;5;1;4;3;3;5;3,4;2,8;3,4;4,2;4;1,6650888643528;-2,33672765607122;3,66647909132009;15;15;19;20;21
"11919";"s11919";"Caucasiano (Europeu)";21;"Sim";"Feminino";"Direita";5;"US";3;1;5;2;5;1;4;1;4;1;5;3;5;2;2;4;3;3;3;1;5;4;2;5;1;5;1;5;4;5;3;5;3;2;1;3;5;3;4;3;5;1;5;1;4;1;4;4;5;5;4,5;3,3;4,7;3;4,7;2,4271676766121;-0,619291532207731;0,799147581949414;24;15;23;14;24
"8692";"s8692";"Outro";19;"Sim";"Feminino";"Direita";5;"GB";5;2;5;2;5;1;5;1;3;2;1;5;2;5;1;1;1;1;1;1;5;5;1;5;1;5;1;5;5;5;5;1;5;1;5;1;5;1;5;4;4;1;2;1;4;1;5;3;5;4;4,5;1,1;5;4,9;4,2;1,96305755614612;0,0395773042012129;4,52862054543948;21;6;25;24;22
"181";"s181";"Caucasiano (Indiano)";26;"Não";"Feminino";"Direita";1;"IN";3;2;5;3;4;4;2;2;5;2;3;3;2;4;3;3;3;3;3;2;4;2;1;4;3;4;2;4;4;5;3;2;4;2;4;2;1;1;4;3;4;1;5;1;4;1;5;3;3;5;3,6;2,7;3,9;3,6;4,4;1,70324214964224;-1,7815797705524;3,0537367051251;19;12;20;20;23
"2487";"s2487";"Oeste da África, Bosquímanos, Etíope";16;"Sim";"Masculino";"Direita";2;"US";1;1;2;3;4;2;1;5;1;2;4;2;5;1;4;4;4;1;1;4;5;5;1;5;1;5;1;5;5;4;2;5;4;3;2;5;3;3;2;3;3;2;5;1;3;1;5;3;5;5;2,6;3,6;4,9;2,4;4,3;2,8898637860001;-1,54033323825234;0,672332762755147;15;22;24;14;25
"2566";"s2566";"Outro";29;"Não";"Masculino";"Esquerda";1;"IN";1;5;5;5;3;5;2;4;5;5;5;5;5;5;5;5;5;5;4;3;2;5;1;4;4;5;3;4;3;3;1;5;5;5;2;5;2;1;3;3;4;5;5;1;5;1;2;2;5;5;2,2;3,9;3,6;2,4;3,9;1,19924092333028;-2,69256340363604;2,42797024545086;10;15;19;15;22
"17770";"s17770";"Caucasiano (Europeu)";22;"Não";"Masculino";"Direita";1;"IT";2;4;3;4;3;4;3;4;2;3;2;4;2;4;2;1;1;1;1;2;3;4;3;4;2;4;2;3;4;4;4;3;3;1;4;2;4;3;4;4;5;1;3;2;4;3;5;4;3;3;2,4;1,6;3,7;3,8;3,9;1,58761457877858;0,748995992934123;3,36167252585427;11;10;17;18;18
"9574";"s9574";"Caucasiano (Europeu)";25;"Sim";"Masculino";"Direita";5;"US";2;5;1;3;2;5;1;5;2;5;5;1;5;1;5;5;5;5;5;4;2;2;5;1;4;3;4;3;2;2;5;1;5;1;4;1;5;2;4;5;4;2;5;2;5;1;3;4;5;5;1,5;4,9;2;4,7;4,4;2,33524517699201;-0,55406662573075;0,301143054101482;6;24;10;24;22
"2416";"s2416";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";18;"Sim";"Feminino";"Direita";2;"US";1;5;1;5;1;4;1;4;1;5;4;4;4;4;2;3;1;1;3;2;2;2;1;2;2;2;4;2;2;2;3;5;3;3;2;4;4;4;3;4;5;3;5;1;5;1;4;4;5;5;1,2;2,4;2,5;2,7;4,6;1,60773819661485;-2,52265139062445;2,46503856840354;7;12;13;13;24
"2797";"s2797";"Outro";38;"Sim";"Feminino";"Esquerda";1;"US";3;3;2;4;4;3;4;3;2;4;3;3;4;2;3;4;3;4;4;4;4;5;2;3;3;4;2;3;3;4;2;5;4;2;2;3;5;2;4;3;4;2;4;2;5;1;3;4;4;5;2,8;3,6;3,7;3,2;4,2;1,03728976279913;-1,16222305605372;2,61986639923684;13;18;20;16;20
"2690";"s2690";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Direita";1;"AU";5;2;5;1;5;1;5;1;5;1;2;4;2;3;2;2;3;2;4;2;5;4;3;4;2;2;2;4;4;5;2;4;5;5;1;4;4;4;3;3;5;4;4;3;5;2;5;5;3;4;4,9;2,4;3,9;2,5;4;1,66965331769713;0,0573906612949098;2,96998646001275;24;11;21;13;19
"918";"s918";"Caucasiano (Europeu)";27;"Sim";"Feminino";"Direita";2;"(nu";4;1;4;1;5;1;5;2;5;2;3;4;4;1;1;2;4;3;4;4;4;5;2;5;1;3;1;4;4;4;3;2;4;3;3;1;5;3;2;4;4;2;5;1;5;1;3;2;5;5;4,6;3,2;4,3;3,6;4,3;2,75976916517347;-3,49795478477292;2,91737438285576;23;16;21;18;23
"15328";"s15328";"Caucasiano (Europeu)";57;"Sim";"Masculino";"Direita";1;"US";2;3;2;4;2;3;1;4;1;5;1;2;1;4;2;2;2;1;2;1;4;3;1;4;2;4;4;4;4;4;4;1;5;1;2;1;5;1;4;5;3;3;2;3;4;4;4;1;2;4;1,9;1,8;3,8;4,5;2,8;0,876865330584728;-1,60153926116654;3,15261412826215;10;10;20;25;13
"881";"s881";"Raça Mista";29;"Não";"Feminino";"Direita";2;"(nu";5;5;3;5;3;1;1;3;5;5;3;4;5;1;4;3;3;2;3;5;5;5;1;5;2;5;1;1;5;3;2;3;3;5;2;5;5;3;1;3;5;1;5;1;5;1;5;5;5;5;2,8;3,5;4,3;2,4;5;2,49121233437904;-4,29033699988787;3,0663668527906;15;21;19;13;25
"16652";"s16652";"Caucasiano (Europeu)";18;"Não";"Feminino";"Direita";5;"SE";5;1;4;1;5;1;5;1;5;1;3;4;1;2;3;1;1;2;1;3;2;3;2;5;3;5;3;4;4;5;2;2;4;4;1;4;3;4;4;3;3;3;5;3;5;2;3;2;5;5;4,9;2,1;3,8;2,7;3,8;0,841713053460107;-1,15068764517919;3,07507283360053;25;13;18;15;20
"4937";"s4937";"Caucasiano (Europeu)";18;"Sim";"Masculino";"Direita";1;"US";1;4;2;4;2;4;1;4;1;4;5;5;4;2;2;3;2;1;3;2;4;4;1;4;2;4;3;5;5;3;4;3;4;1;2;2;5;2;3;3;4;1;5;1;4;2;3;4;5;5;1,7;2,7;4,1;3,7;4,4;0,379648498755122;-3,69579663419593;2,02775670642423;9;13;21;19;22
"11506";"s11506";"Caucasiano (Indiano)";24;"Não";"Masculino";"Direita";1;"BD";1;3;1;5;1;4;1;5;1;5;2;3;4;2;5;5;5;5;5;5;1;1;5;1;5;3;5;3;1;5;3;1;1;3;1;3;1;3;1;1;5;5;3;1;2;1;5;1;5;1;1,3;4,3;1,8;2,2;3,3;2,2408436911536;-1,55389748956988;1,5152925856987;8;21;11;13;23
"503";"s503";"Caucasiano (Europeu)";30;"Sim";"Feminino";"Direita";2;"US";2;3;3;3;1;1;1;4;3;4;5;2;5;3;1;1;2;1;2;2;5;5;1;5;1;5;1;5;5;5;5;1;5;1;3;4;5;1;4;5;5;1;5;1;5;1;5;5;5;5;2,5;2,6;5;4,4;5;2,43230222342171;0,607910956408785;2,91865577122878;15;15;25;25;25
"10929";"s10929";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";45;"Não";"Masculino";"Direita";5;"AP";3;4;4;2;4;4;4;4;2;3;3;4;4;3;2;5;1;1;1;3;4;4;1;5;1;2;2;3;5;5;4;1;4;1;5;1;5;1;5;4;2;3;3;4;4;4;4;1;5;3;3;2,5;4,2;4,7;2,9;1,84651005665513;-0,593435847673842;2,20676432797897;11;14;21;23;16
"1833";"s1833";"Raça Mista";22;"Não";"Feminino";"Direita";1;"PH";1;5;2;5;2;5;1;5;2;5;1;3;4;5;4;4;2;1;3;3;5;4;1;5;2;5;4;5;4;3;4;1;5;1;4;4;5;2;5;2;4;2;4;1;5;1;3;4;5;5;1,3;2,6;4,2;4,1;4,4;3,54507360948913;-1,0389077687103;2,63293765604887;6;15;22;21;22
"18332";"s18332";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Direita";5;"US";1;4;3;2;2;4;2;3;5;4;3;3;4;1;2;3;4;3;4;5;5;5;2;5;1;3;1;4;5;4;3;2;4;1;3;2;5;1;4;3;3;2;4;2;4;2;4;2;4;5;2,6;3,6;4,5;4;3,8;1,18725220260721;0,117337374746981;2,21175806981703;14;19;22;21;20
"17897";"s17897";"Oeste da África, Bosquímanos, Etíope";24;"Não";"Feminino";"Direita";5;"US";4;3;4;3;4;2;4;2;5;2;5;4;4;3;5;2;3;3;2;3;5;4;1;5;2;5;1;3;5;5;2;3;5;3;2;3;4;3;1;3;4;1;5;1;4;1;4;3;5;5;3,9;3,2;4,6;2,9;4,5;3,32032004399683;-2,58767677919927;1,45071902317026;20;17;22;17;24
"5315";"s5315";"Outro";49;"Não";"Feminino";"Direita";1;"DK";2;2;5;3;5;4;5;3;3;3;1;4;2;1;1;1;1;1;1;1;4;5;1;4;1;4;1;5;3;4;3;1;4;1;3;1;4;5;5;5;4;3;2;3;2;1;4;2;2;3;3,5;1,6;4,4;4;3;-0,151799689804109;-1,09589323733712;2,65918458672913;15;11;23;20;16
"7637";"s7637";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";13;"Sim";"Feminino";"Esquerda";5;"AU";3;2;4;4;4;1;4;4;2;3;3;3;4;2;1;3;5;4;3;3;4;4;3;4;1;4;2;5;4;3;2;4;5;2;2;3;4;3;3;3;5;2;5;1;3;1;4;4;4;5;3,3;3,3;4;3,1;4,4;2,01134727688344;-1,7302095992704;2,22831286563672;16;15;19;17;23
"16361";"s16361";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Direita";1;"GB";3;1;4;3;5;2;4;3;4;3;1;3;5;3;1;3;1;1;3;2;5;5;3;4;2;3;1;3;4;4;5;1;5;1;1;2;4;4;2;4;4;2;4;1;3;1;5;3;3;4;3,8;2,3;4;3,7;4;3,14212669200244;-2,69668681794233;4,6281189712387;19;14;20;21;22
"9828";"s9828";"Caucasiano (Europeu)";23;"Sim";"Masculino";"Direita";1;"US";1;5;4;5;2;4;1;5;1;5;1;5;2;4;2;1;1;1;1;1;5;4;1;3;1;4;2;4;2;4;4;2;5;2;5;1;4;1;2;5;4;1;4;1;5;1;5;3;5;5;1,5;1,3;4;4,3;4,6;1,87920631370194;-1,13110784672458;1,63944742846974;6;8;22;23;24
"15985";"s15985";"Caucasiano (Europeu)";17;"Sim";"Masculino";"Direita";2;"US";3;3;4;3;3;4;3;3;3;4;2;4;4;2;2;2;2;2;3;2;4;4;3;3;2;3;2;3;3;3;3;1;3;2;3;2;3;3;4;3;2;3;4;3;4;2;3;2;4;4;2,9;2,5;3,4;3,5;3,3;2,38486989664828;-2,8450249366607;1,5467892314198;13;14;17;18;18
"17386";"s17386";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";16;"Não";"Feminino";"Direita";1;"PH";1;5;2;3;5;5;1;3;1;5;3;5;5;3;3;2;5;4;3;3;1;5;3;3;2;5;3;3;3;4;3;2;5;4;1;3;1;4;5;3;3;4;5;5;4;2;3;1;3;3;1,9;3,2;3,4;2,9;2,9;0,75206065447153;-4,14811996573706;2,98742586037727;7;15;16;16;16
"16970";"s16970";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";17;"Não";"Feminino";"Direita";2;"PH";1;3;2;2;3;3;1;3;3;5;2;3;3;2;2;3;3;3;3;3;3;3;2;5;2;3;2;3;3;5;3;2;3;2;2;2;5;3;5;3;2;3;2;3;3;2;3;1;3;1;2,4;2,9;3,7;3,6;2,5;1,37005827829487;-1,31793104218426;1,73831785035632;13;15;18;17;15
"9678";"s9678";"Raça Mista";28;"Não";"Feminino";"Direita";5;"MY";3;1;4;3;4;3;4;3;4;4;4;4;5;3;3;4;2;3;3;1;1;5;1;5;1;5;2;3;5;3;3;2;5;2;1;1;1;2;5;5;3;3;3;2;3;3;3;1;4;3;3,5;3;4,1;3,7;3;2,19677135273576;-2,60416838135071;3,36552222338655;17;14;17;22;17
"8003";"s8003";"Oeste da África, Bosquímanos, Etíope";22;"Sim";"Feminino";"Direita";1;"US";4;5;3;3;2;3;3;5;2;5;2;4;3;2;3;2;2;2;3;2;1;3;1;5;3;5;3;3;5;4;4;1;5;1;4;1;4;2;4;4;4;2;4;4;4;2;4;4;5;4;2,3;2,5;3,7;4,4;3,9;2,20681382426526;-1,20296302201264;0,395860588974811;8;14;16;23;19
"6501";"s6501";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";18;"Não";"Masculino";"Direita";1;"BR";2;4;2;3;2;4;2;4;1;5;3;3;4;3;2;3;4;4;2;4;4;3;3;3;4;2;4;2;2;2;4;1;4;3;3;2;4;3;3;3;4;3;5;3;3;1;3;2;4;4;1,9;3,2;2,5;3,6;3,6;1,19161718655576;0,19742471998101;2,72033841759271;8;16;14;18;20
"15383";"s15383";"Caucasiano (Europeu)";47;"Sim";"Feminino";"Direita";1;"GB";3;4;2;5;3;4;3;5;2;5;3;3;3;2;2;1;3;1;4;4;3;3;3;2;3;1;4;1;2;3;4;1;5;1;2;2;4;1;3;4;3;2;4;2;2;1;4;3;5;3;2;2,8;2,3;4,1;3,7;2,21336599494324;-2,13981926596827;0,645740940588888;8;16;13;24;22
"19301";"s19301";"Caucasiano (Europeu)";23;"Não";"Masculino";"Direita";1;"SE";2;3;4;3;3;2;2;4;2;2;3;5;2;2;2;2;5;4;2;4;2;4;1;2;4;1;2;3;2;4;5;3;4;2;1;4;2;2;2;2;4;1;5;1;4;1;5;2;3;5;2,9;2,9;2,9;2,9;4,3;0,272746054040077;-1,58121044031946;1,15687038553185;15;13;18;17;23
