"";"id";"raça";"idade";"ing_nat";"gênero";"mão_dom";"fonte";"país";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"N1";"N2";"N3";"N4";"N5";"N6";"N7";"N8";"N9";"N10";"A1";"A2";"A3";"A4";"A5";"A6";"A7";"A8";"A9";"A10";"C1";"C2";"C3";"C4";"C5";"C6";"C7";"C8";"C9";"C10";"O1";"O2";"O3";"O4";"O5";"O6";"O7";"O8";"O9";"O10";"extr";"neur";"amab";"cons";"aber";"fluid";"wellb";"empa";"E";"N";"A";"C";"O"
"11573";"s11573";"Caucasiano (Europeu)";80;"Sim";"Feminino";"Direita";1;"US";3;3;4;3;4;5;4;3;4;4;3;2;2;4;3;3;3;2;2;3;5;2;4;4;5;4;4;5;2;4;2;2;3;3;2;1;4;2;2;5;4;1;1;1;4;3;2;4;2;4;3,7;2,7;3,9;2,6;2,6;1,78763900361717;-2,06299747837333;1,30210747675899;19;14;20;15;9
"618";"s618";"Raça Mista";22;"Sim";"Masculino";"Direita";1;"US";4;2;1;4;2;2;5;5;5;1;4;2;5;5;5;4;5;5;5;4;2;5;5;5;2;4;2;3;5;3;2;2;5;2;2;2;4;3;3;2;4;5;5;5;5;5;5;5;5;5;3,1;4,4;3,6;2,7;4,9;2,22038711537948;-3,48322934944961;2,76717167019253;15;21;18;14;25
"11136";"s11136";"Caucasiano (Médio Leste)";13;"Não";"Feminino";"Direita";1;"US";2;3;2;3;2;5;1;3;5;1;5;5;5;3;5;5;5;4;5;3;2;1;2;3;1;4;1;3;2;3;5;5;5;4;1;5;5;4;3;3;3;3;4;3;5;5;5;2;5;5;2,7;4,5;2,2;4;4;2,00066076609975;-2,52604266322912;1,48393236498606;17;21;11;21;22
"7806";"s7806";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";23;"Não";"Masculino";"Direita";1;"PH";1;2;5;5;1;5;1;5;5;1;1;1;1;1;1;1;1;1;1;1;5;1;2;5;1;5;1;2;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;5;3,1;1;3,2;4,6;4,2;0,749800787886653;0,164005119182203;1,93802450377277;18;5;15;21;21
"19320";"s19320";"Caucasiano (Europeu)";16;"Sim";"Feminino";"Direita";1;"US";1;3;3;2;3;3;1;3;3;1;4;4;5;4;2;3;3;2;3;2;4;4;5;4;5;5;4;4;4;4;5;4;5;3;2;1;4;3;3;3;4;3;5;3;4;5;3;4;4;5;2,3;3,2;4,3;3,3;4;1,89953289895337;-1,31874872486432;3,97942672860152;13;17;21;18;20
"15316";"s15316";"Outro";17;"Não";"Feminino";"Direita";1;"US";4;4;5;3;3;3;4;2;4;3;3;3;5;4;3;2;3;2;3;1;3;4;3;3;5;2;4;3;4;2;3;2;4;2;3;3;3;3;2;3;3;3;4;5;3;4;3;3;5;3;3,5;2,9;3,3;2,8;3,6;2,37255460797539;-2,83985631653657;2,45875750433775;16;16;15;14;21
"8808";"s8808";"Caucasiano (Europeu)";21;"Sim";"Feminino";"Direita";1;"CA";2;4;2;4;3;3;2;2;2;2;4;3;5;4;4;3;4;4;4;4;2;3;3;4;4;2;3;3;4;3;2;3;4;2;2;2;4;2;3;3;3;4;4;3;3;4;3;2;4;4;2,6;3,9;3,1;2,7;3,4;1,20477201484245;-1,73771048332201;1,5746954590016;13;20;14;14;18
"7723";"s7723";"Caucasiano (Europeu)";20;"Sim";"Feminino";"Direita";3;"GB";3;4;5;4;5;4;4;3;3;4;2;2;4;4;4;4;5;4;4;4;3;5;5;5;5;4;5;4;5;4;3;3;3;3;3;3;3;2;3;3;4;4;4;4;2;3;4;3;5;3;3,9;3,7;4,5;2,9;3,6;0,500269908246414;-4,0239348925439;2,67835692446015;18;18;21;14;20
"16905";"s16905";"Caucasiano (Europeu)";17;"Sim";"Feminino";"Direita";1;"US";4;5;5;5;5;5;5;4;5;5;3;1;4;4;4;3;4;4;1;1;4;4;1;3;2;4;3;3;4;3;4;3;4;4;1;2;3;3;1;3;3;4;5;5;4;5;4;2;1;5;4,8;2,9;3,1;2,8;3,8;2,88495635124493;-3,51417434163593;0,920897526898577;24;14;15;17;20
"13165";"s13165";"Outro";24;"Não";"Masculino";"Direita";1;"BD";4;4;5;3;4;3;4;5;5;3;4;2;4;4;4;4;4;4;4;4;4;5;5;4;4;5;3;5;5;3;4;3;3;4;1;2;4;2;2;3;3;2;4;4;3;3;4;1;5;4;4;3,8;4,3;2,8;3,3;1,26877160544373;-1,53339453563246;1,20428476966952;20;18;22;15;20
"1708";"s1708";"Caucasiano (Europeu)";35;"Sim";"Masculino";"Direita";1;"GB";3;3;3;2;4;4;5;2;3;4;5;3;4;4;2;3;4;4;5;4;5;3;4;5;5;4;5;5;4;5;3;1;4;4;2;1;4;3;3;4;3;4;5;5;5;5;4;4;5;5;3,3;3,8;4,5;2,9;4,5;3,03186532402902;-0,743890584327861;2,68229652426459;16;17;22;16;24
"4543";"s4543";"Outro";19;"Sim";"Feminino";"Direita";1;"GB";3;3;3;3;4;5;4;2;2;2;3;3;4;4;2;4;3;4;4;2;4;4;2;4;5;5;5;5;4;3;4;5;4;5;5;5;4;4;4;4;3;3;4;3;4;4;4;3;4;3;3,1;3,3;4,1;4,4;3,5;1,62816963847165;-0,666009298811644;0,72157741867597;14;15;18;22;19
"10234";"s10234";"Caucasiano (Europeu)";47;"Não";"Feminino";"Direita";1;"IE";2;1;3;3;2;3;4;2;2;2;5;3;3;4;4;5;4;3;2;2;5;5;4;5;5;4;5;3;4;2;2;4;5;3;2;3;5;4;3;3;1;1;3;3;3;3;3;3;5;3;2,4;3,5;4,2;3,4;2,8;3,63225525488687;-3,79296123044237;3,88419473344747;10;16;19;19;17
"16600";"s16600";"Caucasiano (Europeu)";22;"Sim";"Feminino";"Esquerda";2;"US";2;3;4;3;3;5;4;1;5;3;3;1;4;4;3;1;1;1;2;1;1;5;4;5;5;5;5;5;5;5;5;3;5;4;3;5;4;5;1;5;5;5;5;5;5;5;4;3;5;5;3,3;2,1;4,5;4;4,7;1,94547880276332;-1,71456198627816;2,5308343129448;17;13;20;22;24
"1799";"s1799";"Caucasiano (Europeu)";38;NA;"Feminino";"Direita";1;"GB";4;5;3;1;5;4;4;5;5;4;4;5;4;5;2;4;5;4;1;5;4;5;2;5;4;5;4;4;4;2;2;1;3;2;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;3,9;3,9;1,4;4;2,37558093040056;-2,87397997981764;1,49038859512798;23;21;17;8;20
"5260";"s5260";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";25;"Não";"Feminino";"Direita";1;"ID";1;2;2;2;2;3;3;1;3;1;4;4;4;3;4;5;5;4;4;4;3;5;5;4;5;5;4;4;4;3;4;4;2;4;4;2;5;3;4;3;4;3;4;2;3;4;3;3;5;3;2;4,1;4,2;3,5;3,4;2,53950826152224;-2,11637146836709;3,23705979841704;10;19;20;16;18
"3669";"s3669";"Outro";51;"Sim";"Masculino";"Direita";5;"US";2;3;4;3;3;4;2;4;3;3;3;2;3;3;3;3;3;2;3;2;5;3;5;4;4;4;4;3;3;4;3;3;3;4;2;2;5;4;3;4;3;3;3;3;3;4;3;2;4;4;3,1;2,7;3,9;3,3;3,2;2,45734018672374;-1,22448507460644;1,49333940255096;17;13;20;18;17
"5161";"s5161";"Caucasiano (Europeu)";17;"Sim";"Masculino";"Direita";1;"US";3;5;4;5;4;4;4;3;4;4;3;2;3;2;4;2;4;2;4;2;4;4;4;4;4;3;4;4;3;4;2;3;4;3;1;2;3;3;3;4;3;3;4;3;4;4;4;4;3;4;4;2,8;3,8;2,8;3,6;1,99834654325715;-1,62387791449715;3,18529896931507;20;13;20;17;18
"7628";"s7628";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";45;"Sim";"Feminino";"Direita";5;"GB";3;5;4;4;5;4;4;2;5;4;2;2;3;1;1;2;2;3;2;1;4;4;3;4;4;3;4;4;4;4;4;5;4;4;4;5;4;4;5;4;5;5;5;5;3;5;5;5;4;4;4;1,9;3,8;4,3;4,6;1,16365674272515;-0,20583335099745;1,90837638311843;20;8;19;21;24
"8985";"s8985";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";20;"Não";"Feminino";"Direita";1;"AU";1;3;1;1;1;2;1;4;2;1;2;1;4;4;2;1;5;4;2;1;3;3;5;3;4;5;2;4;5;3;4;5;2;2;2;5;5;4;4;3;1;5;4;5;3;5;4;2;5;4;1,7;2,6;3,7;3,6;3,8;1,96027031099717;0,329261286728921;1,07697738322954;12;12;18;16;23
"12438";"s12438";"Raça Mista";15;"Sim";"Feminino";"Direita";5;"US";2;4;4;3;3;4;2;5;1;3;3;1;3;5;2;2;1;1;2;1;4;3;5;2;3;2;4;5;4;3;1;5;5;5;1;4;5;4;5;4;2;4;1;4;2;2;5;1;4;2;3,1;2,1;3,5;3,9;2,7;2,44448739297525;-0,488411840804187;1,49911259945678;17;12;20;23;16
"14204";"s14204";"Caucasiano (Europeu)";46;"Não";"Masculino";"Direita";1;"IT";1;3;5;3;5;5;4;1;5;3;1;3;4;5;1;3;2;1;1;1;5;5;5;5;5;4;5;3;3;5;4;5;5;4;4;5;5;3;4;3;3;4;5;5;3;5;3;1;4;3;3,5;2,2;4,5;4,2;3,6;1,45857860633568;-1,63740540434731;4,38226432188492;17;14;23;20;22
"6139";"s6139";"Outro";45;"Sim";"Masculino";"Direita";1;"US";3;2;4;4;3;3;1;2;1;2;2;2;2;4;2;2;1;1;1;1;4;4;4;4;2;2;2;4;4;3;4;5;5;5;4;4;4;4;4;4;1;2;3;3;4;5;4;2;2;4;2,5;1,8;3,3;4,3;3;2,91006664681914;0,807138573265025;1,81263680436687;10;11;19;23;17
"8806";"s8806";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Direita";1;"US";3;3;3;3;3;3;3;2;4;1;2;2;2;4;2;3;4;4;3;3;5;5;5;5;4;5;5;4;5;3;3;4;4;3;2;4;3;5;4;2;5;5;4;5;3;5;4;5;5;2;2,8;2,9;4,6;3,4;4,3;1,54236384824899;-4,75797957383862;3,38707512270323;13;13;22;18;23
"10421";"s10421";"Caucasiano (Médio Leste)";25;"Não";"Masculino";"Direita";5;"TR";1;2;4;2;3;3;2;2;3;2;3;3;4;4;3;2;2;2;2;2;4;3;5;4;4;3;4;4;4;3;3;3;5;4;3;3;4;4;4;4;3;4;3;3;3;4;3;3;3;3;2,4;2,7;3,8;3,7;3,2;1,93609877054022;-1,96249766119611;2,77903900535393;12;16;19;20;16
"4964";"s4964";"Raça Mista";27;"Sim";"Feminino";"Ambas";1;"US";3;4;3;3;3;4;3;3;4;2;2;2;2;5;3;2;3;3;3;4;4;3;5;3;3;4;4;4;4;4;4;3;3;4;2;4;4;3;1;4;4;5;4;5;3;5;3;4;3;4;3,2;2,9;3,8;3,2;4;2,76209554260138;-1,26932480740859;3,13909454224798;17;16;20;17;20
"18268";"s18268";"Caucasiano (Indiano)";26;"Não";"Masculino";"Direita";1;"IN";5;2;4;2;2;4;2;5;4;2;3;3;4;3;3;3;3;2;3;4;2;4;5;4;4;4;2;4;4;3;3;3;5;3;3;2;4;3;3;2;2;5;3;4;4;4;4;4;4;4;3,2;3,1;3,6;3,1;3,8;0,998575157369728;-1,66780701409449;2,02361787042805;17;17;18;16;19
"12670";"s12670";"Raça Mista";22;"Sim";"Masculino";"Direita";1;"US";1;1;1;1;2;1;1;2;2;1;3;3;4;4;4;2;2;2;2;2;4;2;3;3;2;4;2;4;4;4;5;2;2;2;2;1;4;3;4;4;4;5;5;5;5;4;4;5;4;4;1,3;2,8;3,2;2,9;4,5;4,52511178601212;-1,29251896147545;2,04979714785539;7;17;17;13;22
"14149";"s14149";"Outro";33;"Sim";"Masculino";"Direita";1;"IN";3;1;1;2;2;2;1;4;4;1;5;5;5;5;5;5;5;4;5;5;4;3;5;4;2;5;4;2;5;5;1;5;5;3;5;5;1;3;5;2;4;4;5;2;5;5;4;5;5;4;2,1;4,9;3,9;3,5;4,3;1,70706570611442;-2,69498940402932;1,61515684971222;12;25;19;18;21
"14604";"s14604";"Raça Mista";27;"Sim";"Feminino";"Direita";1;"US";3;3;4;3;4;4;3;3;4;3;4;3;4;3;3;4;4;4;4;4;3;4;4;2;3;3;4;3;3;3;3;2;4;4;3;3;4;4;4;3;2;4;5;4;4;4;3;2;4;4;3,4;3,7;3,2;3,4;3,6;3,11611473970476;-0,850480666171767;2,83217355198702;17;17;17;17;20
"2537";"s2537";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";21;"Não";"Masculino";"Direita";5;"MY";3;2;3;2;3;2;4;3;4;2;3;2;4;3;4;4;4;3;3;2;4;3;4;3;4;4;4;4;4;4;4;3;3;4;3;3;3;5;4;4;2;2;3;2;3;3;3;2;3;4;2,8;3,2;3,8;3,6;2,7;0,430993021369184;-1,60840629549158;3,01901814966502;13;15;19;19;14
"5561";"s5561";"Raça Mista";39;"Sim";"Feminino";"Direita";1;"CA";2;1;2;2;3;2;1;3;4;1;2;3;5;3;2;4;4;3;4;2;5;5;5;5;4;5;5;5;5;4;4;3;5;4;3;5;5;4;4;5;5;4;5;5;4;5;4;5;5;3;2,1;3,2;4,8;4,2;4,5;1,06182389193991;-2,43598081208211;2,90570437064418;11;15;24;21;24
"2486";"s2486";"Raça Mista";16;"Não";"Masculino";"Direita";5;"MX";3;4;5;2;3;2;4;2;4;2;1;1;4;3;4;2;4;2;1;2;4;5;3;3;4;4;4;5;3;3;2;2;4;2;3;1;3;2;1;4;4;5;5;5;5;5;5;2;5;5;3,1;2,4;3,8;2,4;4,6;2,53878662809873;-1,46714463514527;1,23831492774857;14;14;20;14;25
"5058";"s5058";"Nordeste Asiático (Mongol, Tibetano, Japonês Coreano, etc)";25;"Não";"Masculino";"Direita";1;"JP";1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;1;1;1;1;1;5;1;5;1;5;1;5;1;1;1;1;5;1;5;1;5;1;5;1;1;1;5;1;5;1;5;1;1;1;1;3;1,8;2,6;2,6;2,2;1,19346802167593;-1,73282238899014;2,53393414558018;21;13;13;17;13
"12521";"s12521";"Raça Mista";39;"Não";"Feminino";"Direita";2;"CA";3;4;3;3;5;5;4;3;3;3;1;3;4;4;1;3;3;3;3;1;1;5;5;5;5;5;4;5;5;5;4;5;4;5;3;5;5;5;5;5;5;4;1;3;4;5;3;3;3;5;3,6;2,6;4,5;4,6;3,6;1,03136470003585;0,0520302456100905;3,35164037720026;18;13;21;24;15
"4196";"s4196";"Caucasiano (Europeu)";28;"Sim";"Masculino";"Direita";1;"AU";3;3;1;3;3;4;4;3;3;3;5;5;4;5;3;5;4;3;4;4;4;3;5;4;3;2;3;4;4;3;2;2;5;3;1;4;3;4;3;3;5;4;3;5;3;3;5;4;5;5;3;4,2;3,5;3;4,2;1,97382316609087;-0,718538074240909;4,31599392633055;16;21;19;17;21
"15682";"s15682";"Caucasiano (Europeu)";19;"Sim";"Masculino";"Direita";5;"US";1;2;3;2;1;1;1;1;2;1;3;3;4;4;2;2;4;3;3;4;3;4;4;3;3;4;4;4;3;3;5;5;5;5;4;4;4;5;4;5;3;5;5;5;5;4;5;3;4;5;1,5;3,2;3,5;4,6;4,4;3,28906991706542;-0,634443278373966;1,14751182473256;7;17;18;25;23
"2123";"s2123";"Caucasiano (Médio Leste)";20;"Sim";"Feminino";"Direita";1;"US";1;4;3;2;4;4;1;2;1;2;5;3;5;4;3;5;4;4;4;3;5;4;4;5;4;5;3;5;5;5;4;3;5;3;1;2;2;3;2;5;4;5;5;4;4;5;4;4;5;5;2,4;4;4,5;3;4,5;2,33736896881516;-4,48810775211944;3,99054179016503;13;18;23;19;23
"6769";"s6769";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Direita";1;"US";2;1;2;1;3;4;1;1;2;1;3;2;4;2;1;2;2;2;2;2;3;4;3;3;1;3;2;3;3;3;4;2;4;2;4;3;3;4;4;3;4;4;5;4;5;4;4;3;4;5;1,8;2,2;2,8;3,3;4,2;2,74047941900479;-0,800174017182267;1,5044734208312;9;11;16;15;21
"4246";"s4246";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";20;"Não";"Feminino";"Direita";1;"ID";3;5;5;5;4;5;3;5;5;5;4;2;5;3;5;5;5;5;5;1;1;5;1;1;5;1;5;5;3;4;3;2;3;1;4;2;5;5;4;2;5;4;5;5;4;5;4;3;4;5;4,5;4;3,1;3,1;4,4;1,83674657197824;-3,20639458074251;0,674082767005484;25;16;16;13;23
"9914";"s9914";"Caucasiano (Indiano)";19;"Não";"Masculino";"Ambas";1;"IN";5;4;4;1;5;1;5;5;3;4;4;2;2;1;2;2;4;5;2;5;1;4;4;5;1;1;5;1;4;4;4;1;4;4;4;5;5;5;2;4;5;4;5;4;4;4;5;5;3;4;3,7;2,9;3;3,8;4,3;2,33500632039927;-1,56753035365974;1,59038738124137;17;12;14;18;21
"7747";"s7747";"Caucasiano (Europeu)";16;"Sim";"Masculino";"Direita";1;"GB";1;2;4;2;1;2;1;1;3;2;5;4;5;2;4;3;5;5;4;4;2;2;1;2;5;4;1;4;1;2;3;2;5;2;1;3;5;2;4;4;4;2;5;1;2;5;5;5;4;5;1,9;4,1;2,4;3,1;3,8;2,97854339093055;-3,58149835560202;1,18059207514114;10;19;11;15;20
"14539";"s14539";"Caucasiano (Europeu)";29;"Sim";"Masculino";"Esquerda";5;"AU";1;1;2;2;1;4;1;2;2;1;4;3;4;5;3;2;2;2;3;4;4;3;3;3;3;3;3;3;3;2;5;5;5;4;2;4;5;4;4;3;3;3;4;3;4;5;4;2;5;4;1,7;3,2;3;4,1;3,7;1,85702626573546;-2,20081640733983;2,86700030700227;10;19;15;21;21
"4248";"s4248";"Caucasiano (Europeu)";63;"Sim";"Feminino";"Esquerda";2;"US";3;4;5;4;5;5;5;2;2;5;1;2;3;2;1;1;2;1;1;2;5;5;5;5;5;5;5;4;5;5;5;3;4;4;4;5;4;5;5;4;5;4;5;4;4;5;5;4;5;5;4;1,6;4,9;4,3;4,6;3,32922706636861;-1,76393662657644;2,75086384963332;18;10;24;20;24
"116";"s116";"Caucasiano (Europeu)";25;"Sim";"Masculino";"Direita";1;"US";2;4;2;2;4;4;1;4;4;1;4;3;5;4;1;4;2;4;4;4;4;4;4;4;4;2;4;2;4;2;4;4;4;2;1;4;4;4;4;3;5;5;5;5;4;5;4;5;5;4;2,8;3,5;3,4;3,4;4,7;1,36001778546979;-1,91206908788216;2,01204353042695;17;17;16;17;24
"14708";"s14708";"Outro";33;"Sim";"Feminino";"Direita";1;"ZA";3;5;2;4;5;5;2;3;5;4;4;2;4;3;4;5;5;2;5;2;5;1;3;4;2;5;1;4;2;3;4;2;4;5;1;1;4;5;5;4;5;5;5;5;4;5;5;4;5;5;3,8;3,6;3;3,5;4,8;3,34767160684587;-0,910396284675561;0,840800162389314;22;15;16;20;25
"6563";"s6563";"Raça Mista";17;"Sim";"Masculino";"Direita";5;"US";1;2;3;2;2;2;2;2;2;2;3;2;3;2;3;2;2;2;2;2;5;4;5;4;4;4;4;4;4;3;3;2;3;2;2;2;3;3;3;3;4;3;4;3;4;4;4;3;4;4;2;2,3;4,1;2,6;3,7;1,77910521138038;-1,31837476271633;2,10435725929152;10;12;21;13;19
"3940";"s3940";"Caucasiano (Europeu)";47;"Sim";"Masculino";"Direita";1;"US";4;5;5;5;5;5;5;2;5;4;1;1;2;2;3;2;3;2;2;2;5;5;2;4;2;4;5;3;3;4;3;1;3;2;2;3;3;4;3;3;5;5;5;5;5;5;5;5;3;5;4,5;2;3,7;2,7;4,8;1,70971243091165;-3,29812712427544;1,64941915909155;21;10;19;13;23
"646";"s646";"Outro";23;"Não";"Feminino";"Direita";1;"IN";4;1;5;4;5;4;2;5;3;4;4;5;3;5;4;2;2;3;2;2;4;2;5;4;4;4;3;3;4;5;2;3;5;4;3;5;3;5;2;5;1;3;4;3;4;5;4;3;3;5;3,7;3,2;3,8;3,7;3,5;3,80925940454999;-1,92463314514976;1,26904149833856;17;19;19;22;19
"17505";"s17505";"Caucasiano (Europeu)";17;"Sim";"Masculino";"Direita";2;"US";4;5;5;5;5;4;5;5;5;5;2;3;4;4;2;4;4;4;4;4;5;4;3;4;5;4;4;4;4;4;2;2;2;2;2;3;3;4;3;3;5;3;5;5;5;5;3;4;4;5;4,8;3,5;4,1;2,6;4,4;3,94058436247087;-1,45337612763392;2,13268271184881;24;17;20;13;22
"14903";"s14903";"Caucasiano (Europeu)";27;"Não";"Feminino";"Direita";2;"GB";3;4;4;3;3;4;3;3;4;3;1;1;1;4;2;1;4;2;2;2;4;4;5;5;4;5;4;3;3;4;2;1;5;2;2;4;3;3;3;4;3;5;3;3;3;3;4;2;2;3;3,4;2;4,1;2,9;3,1;1,45030493701871;-2,00537943143998;2,81413784562444;18;10;20;15;15
"769";"s769";"Outro";38;"Sim";"Feminino";"Direita";2;"(nu";2;3;4;4;4;5;3;3;5;4;2;2;3;1;2;3;2;2;2;2;5;3;5;4;4;3;4;4;4;5;4;3;5;3;5;5;5;4;5;5;5;5;3;1;5;5;5;5;5;5;3,7;2,1;4,1;4,4;4,4;1,86237268679395;1,03296076429041;0,800787707924324;20;10;22;20;19
"11376";"s11376";"Caucasiano (Europeu)";22;"Sim";"Masculino";"Direita";5;"US";4;5;5;5;5;5;5;5;5;5;3;1;2;5;5;1;3;1;1;1;5;5;3;4;4;4;5;5;5;4;4;4;5;5;5;4;4;3;4;4;2;5;5;5;5;5;5;4;5;5;4,9;2,3;4,4;4,2;4,6;1,81315336078946;-3,52705606667264;2,41612401539683;25;14;22;21;25
"13544";"s13544";"Caucasiano (Indiano)";27;"Não";"Masculino";"Direita";1;"IN";1;3;5;1;4;4;2;2;2;2;5;5;5;3;2;4;2;2;3;3;5;5;3;5;4;2;4;4;3;2;3;2;3;2;2;4;4;4;3;4;2;4;5;5;3;4;4;5;5;4;2,6;3,4;3,7;3,1;4,1;2,60757116019536;-0,601745760547612;1,52322363508158;13;18;19;15;23
"14795";"s14795";"Caucasiano (Europeu)";15;"Não";"Feminino";"Direita";1;"BG";1;1;2;1;1;5;1;1;1;1;4;4;4;1;2;5;5;5;2;5;3;3;3;4;5;2;4;3;4;3;1;3;2;2;1;1;1;1;1;1;2;3;5;3;1;5;1;1;2;1;1,5;3,7;3,4;1,4;2,4;2,20100584842327;-2,67434185155594;2,51367097922113;9;16;15;9;16
"6200";"s6200";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";22;"Sim";"Masculino";"Esquerda";2;"AU";4;4;4;2;2;3;2;4;5;1;4;2;4;3;3;2;3;3;2;3;5;5;3;4;4;4;4;4;4;5;2;3;3;2;2;4;4;4;3;2;4;5;5;5;5;5;4;5;5;5;3,1;2,9;4,2;2,9;4,8;3,7373679441512;-0,657937717254701;3,10420177040676;17;15;22;14;24
"8330";"s8330";"Caucasiano (Europeu)";23;"Não";"Feminino";"Direita";2;"DK";3;4;4;4;5;5;2;4;4;2;4;3;4;2;4;3;4;4;4;3;4;5;5;5;4;4;4;4;5;4;4;4;4;4;3;2;5;4;5;4;4;3;4;3;5;4;5;3;5;5;3,7;3,5;4,4;3,9;4,1;2,37653124049086;-2,25680176504654;2,78748285966457;19;16;22;20;21
"4232";"s4232";"Caucasiano (Europeu)";40;"Sim";"Masculino";"Direita";1;"US";1;3;2;1;2;2;1;2;1;4;3;3;2;2;4;4;2;2;3;3;4;2;2;1;1;2;1;1;1;3;3;2;3;3;2;3;3;3;3;3;3;4;4;4;4;3;4;3;4;2;1,9;2,8;1,8;2,8;3,5;2,81607465560955;-2,19201694784671;0,514417537330599;12;14;12;14;19
"9377";"s9377";"Outro";22;"Sim";"Feminino";"Direita";5;"US";2;4;4;3;4;4;4;4;4;3;5;3;5;5;5;5;4;4;4;4;5;5;3;5;5;4;4;4;5;3;3;2;3;3;2;3;3;3;3;3;3;4;5;4;4;5;3;3;5;4;3,6;4,4;4,3;2,8;4;2,8733596496451;-0,851577132278558;3,88204476742752;19;22;20;14;22
"11336";"s11336";"Raça Mista";45;"Sim";"Feminino";"Direita";1;"NZ";2;3;3;3;3;3;3;5;1;1;1;2;3;2;3;1;1;1;2;1;3;4;5;3;2;5;5;3;4;4;3;5;3;5;3;3;5;5;4;3;3;3;2;4;2;5;3;1;1;1;2,7;1,7;3,8;3,9;2,5;1,27421120348077;-1,84465480063619;3,6072488367467;13;11;19;21;15
"13485";"s13485";"Caucasiano (Europeu)";30;"Não";"Feminino";"Direita";1;"GB";1;3;3;2;3;1;3;1;1;1;5;4;5;5;5;4;4;4;5;5;3;3;5;3;3;3;4;4;2;3;1;3;4;2;2;4;5;3;2;3;4;3;4;3;1;4;4;3;5;1;1,9;4,6;3,3;2,9;3,2;1,8736207891253;-2,69139764692421;2,69664632320282;7;24;18;15;20
"8576";"s8576";"Caucasiano (Europeu)";16;"Não";"Feminino";"Direita";1;"SE";4;3;3;3;4;5;3;3;4;3;3;1;4;5;1;1;5;3;1;2;5;4;5;4;4;5;4;5;3;5;5;3;5;5;2;4;4;3;3;4;5;5;5;3;5;5;5;5;5;5;3,5;2,6;4,4;3,8;4,8;3,54528981040448;-2,15094242747347;4,7532590936502;18;13;24;20;23
"10005";"s10005";"Caucasiano (Europeu)";15;"Sim";"Feminino";"Direita";1;"US";1;3;2;2;2;3;2;3;4;1;3;3;5;5;2;5;3;3;4;5;2;3;3;3;4;3;3;3;3;2;3;4;5;3;2;3;3;2;2;4;3;5;5;5;5;5;4;3;5;5;2,3;3,8;2,9;3,1;4,5;2,57874703718611;-0,88340111707504;2,44015368270779;14;20;13;18;24
"15242";"s15242";"Caucasiano (Europeu)";17;"Não";"Feminino";"Direita";1;"IT";2;2;3;4;1;2;1;2;5;1;2;4;2;4;2;3;3;3;3;2;4;1;3;1;4;2;1;2;3;2;1;2;2;3;2;2;3;5;3;5;2;5;3;5;4;4;3;1;4;4;2,3;2,8;2,3;2,8;3,5;3,63701950251941;-2,96194524501197;1,97653032146066;12;14;12;17;19
"6470";"s6470";"Caucasiano (Europeu)";21;"Sim";"Feminino";"Direita";2;"US";1;1;2;1;1;4;1;2;4;2;1;2;2;2;1;1;1;1;3;2;2;3;4;2;1;2;2;4;3;4;3;3;4;5;2;4;4;4;1;5;4;5;4;4;4;4;4;4;4;4;1,9;1,6;2,7;3,5;4,1;0,406317728028897;-0,0331593590005521;1,35659222028595;13;9;17;21;20
"8388";"s8388";"Caucasiano (Europeu)";19;"Não";"Feminino";"Direita";1;"BE";2;3;3;1;3;4;2;2;2;2;4;2;4;4;3;4;3;3;3;3;4;3;5;4;4;3;4;4;3;4;5;3;4;2;1;2;3;3;5;4;4;4;5;5;4;5;4;3;5;4;2,4;3,3;3,8;3,2;4,3;2,97179529707843;-0,0830813295468611;1,40558764536935;13;16;20;16;24
"9665";"s9665";"Outro";17;"Sim";"Feminino";"Direita";1;"US";1;1;2;1;3;4;1;1;3;1;5;2;5;2;3;3;3;2;4;4;4;5;5;5;3;4;4;5;5;4;2;1;4;2;2;1;4;2;2;3;4;5;4;5;3;4;3;2;5;4;1,8;3,3;4,4;2,3;3,9;1,84578765190961;-3,12158601988319;3,64413116406664;10;16;23;12;21
"3213";"s3213";"Caucasiano (Europeu)";17;"Sim";"Masculino";"Direita";2;"US";2;2;3;2;3;5;3;2;2;1;2;2;4;3;2;2;2;2;2;2;5;3;5;5;4;4;4;4;5;3;4;2;4;4;2;2;4;4;4;4;4;4;4;4;5;4;4;3;4;4;2,5;2,3;4,2;3,4;4;1,92537769337833;-0,556309134123686;3,08351269011152;12;13;20;18;20
